# SRC: TARGET_NAME 
# RA: 17 h 45 m 40.0410 s
# DEC: -29 deg  0 m 28.1180 s
# MJD: 0.1111 - 0.7950 
# RF: 227.2970 GHz 
# BW: 4.0960 GHz 
# PHASECAL: 1 
# AMPCAL: 1 
# ----------------------------------------------------------------
# Site       X(m)             Y(m)             Z(m)           SEFD
# ALMA50     2225037.18510   -5441199.16200   -2479303.46290  110.0000 
# SMTO      -1828796.20000   -5054406.80000    3427865.20000  11900.0000 
# LMT        -768713.96370   -5988541.79820    2063275.94720  560.0000 
# Hawaii8   -5464523.40000   -2493147.08000    2150611.75000  4900.0000 
# PV         5088967.90000    -301681.60000    3825015.80000  2900.0000 
# PdBI       4523998.40000     468045.24000    4460309.76000  1600.0000 
# SPT              0.00000          0.00000   -6359587.30000  7300.0000 
# GLT        1500692.00000   -1191735.00000    6066409.00000  4744.0000 
# ----------------------------------------------------------------
# time (hr) tint    T1     T2    Elev1   Elev2  Tau1   Tau2   U (lambda)       V (lambda)         Iamp (Jy)    Iphase(d)  Qamp (Jy)    Qphase(d)   Uamp (Jy)    Uphase(d)   sigma (Jy)
04.38333333 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -110343540.0000  8925399880.0000    0.01014000    44.7625   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.38611111 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -107807580.0000  8925438450.0000    0.02425000    93.2208   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.38611111 10.00     PV    SPT  0.00   0.00  0.00   0.00   -749150670.0000  8669935510.0000    0.01876900   -98.4355   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.38611111 10.00   PdBI     PV  0.00   0.00  0.00   0.00    641343090.0000   255502940.0000    0.20994500     8.7847   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.38611111 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4244964440.0000  5781167930.0000    0.00601000   159.3401   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.38611111 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3603621350.0000  5525664990.0000    0.00494800   -71.6563   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.38611111 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4352772020.0000  3144270510.0000    0.00213700   -95.9380   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.38888889 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3605586990.0000  5524390340.0000    0.00322100   -77.4030   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.38888889 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4246674970.0000  5779666540.0000    0.00902100   173.1302   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.38888889 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4351946520.0000  3145809580.0000    0.00786500   -36.9007   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.38888889 10.00   PdBI     PV  0.00   0.00  0.00   0.00    641087980.0000   255276200.0000    0.22034500     7.7890   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.38888889 10.00     PV    SPT  0.00   0.00  0.00   0.00   -746359530.0000  8670199920.0000    0.04781900   -51.0382   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.38888889 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -105271550.0000  8925476120.0000    0.00689700  -111.7436   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.39166667 10.00     PV    SPT  0.00   0.00  0.00   0.00   -743568000.0000  8670463350.0000    0.01551700   119.5625   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.39166667 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -102735480.0000  8925512900.0000    0.00997000   -22.7918   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.39166667 10.00   PdBI     PV  0.00   0.00  0.00   0.00    640832530.0000   255049540.0000    0.20758300    11.8461   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.39166667 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4351118710.0000  3147348350.0000    0.00531400   -62.5838   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.39166667 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4248383240.0000  5778164550.0000    0.00639600   172.9274   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.39166667 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3607550710.0000  5523115010.0000    0.00462900   -34.8190   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.39444444 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3609512510.0000  5521838970.0000    0.00112700    32.2430   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.39444444 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4250089240.0000  5776661960.0000    0.00665500   171.5613   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.39444444 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4350288590.0000  3148886820.0000    0.00996800   -50.4201   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.39444444 10.00   PdBI     PV  0.00   0.00  0.00   0.00    640576730.0000   254822980.0000    0.21480700     8.6383   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.39444444 10.00     PV    SPT  0.00   0.00  0.00   0.00   -740776080.0000  8670725800.0000    0.01515200   -44.8169   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.39444444 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -100199350.0000  8925548780.0000    0.02936900    -4.6735   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.39722222 10.00   PdBI    SPT  0.00   0.00  0.00   0.00    -97663160.0000  8925583760.0000    0.03468400   -41.8885   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.39722222 10.00     PV    SPT  0.00   0.00  0.00   0.00   -737983750.0000  8670987250.0000    0.03682900    17.0213   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.39722222 10.00   PdBI     PV  0.00   0.00  0.00   0.00    640320600.0000   254596510.0000    0.20281200     6.4296   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.39722222 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4349456150.0000  3150425010.0000    0.01102700   -61.2055   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.39722222 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4251793000.0000  5775158750.0000    0.00603100   155.1285   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.39722222 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3611472400.0000  5520562240.0000    0.00575500   -75.3650   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.40000000 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3613430360.0000  5519284830.0000    0.00283800   -74.5174   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.40000000 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4253494480.0000  5773654950.0000    0.00831200   152.3598   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.40000000 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4348621410.0000  3151962900.0000    0.00975700   -65.0444   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.40000000 10.00   PdBI     PV  0.00   0.00  0.00   0.00    640064120.0000   254370130.0000    0.21763800     9.8336   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.40000000 10.00     PV    SPT  0.00   0.00  0.00   0.00   -735191050.0000  8671247720.0000    0.02809500   -59.0320   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.40000000 10.00   PdBI    SPT  0.00   0.00  0.00   0.00    -95126920.0000  8925617850.0000    0.00447000   -62.7364   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.40277778 10.00     PV    SPT  0.00   0.00  0.00   0.00   -732397950.0000  8671507200.0000    0.05358100  -103.0301   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.40277778 10.00   PdBI     PV  0.00   0.00  0.00   0.00    639807310.0000   254143830.0000    0.20427000     8.2531   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.40277778 10.00   PdBI    SPT  0.00   0.00  0.00   0.00    -92590640.0000  8925651040.0000    0.03913700    41.8332   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.40277778 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4255193710.0000  5772150550.0000    0.00577700   175.2865   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.40277778 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3615386400.0000  5518006720.0000    0.00584300   -55.7867   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.40277778 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4347784350.0000  3153500490.0000    0.00928000   -29.0337   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.40555556 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3617340520.0000  5516727910.0000    0.00726300   -30.2949   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.40555556 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4256890670.0000  5770645540.0000    0.00687700   164.9970   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.40555556 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4346944970.0000  3155037790.0000    0.00968300   -56.6336   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.40555556 10.00   PdBI     PV  0.00   0.00  0.00   0.00    639550150.0000   253917630.0000    0.20489900     5.8223   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.40555556 10.00     PV    SPT  0.00   0.00  0.00   0.00   -729604450.0000  8671765700.0000    0.02810700     9.4479   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.40555556 10.00   PdBI    SPT  0.00   0.00  0.00   0.00    -90054300.0000  8925683330.0000    0.02127900    95.8215   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.40833333 10.00     PV    SPT  0.00   0.00  0.00   0.00   -726810580.0000  8672023200.0000    0.01782400    27.0591   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.40833333 10.00   PdBI     PV  0.00   0.00  0.00   0.00    639292660.0000   253691520.0000    0.21063900     8.0800   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.40833333 10.00   PdBI    SPT  0.00   0.00  0.00   0.00    -87517920.0000  8925714730.0000    0.01461600    52.9906   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.40833333 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4258585370.0000  5769139940.0000    0.00902400   160.5652   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.40833333 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3619292710.0000  5515448420.0000    0.00482500  -113.7250   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.40833333 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4346103290.0000  3156574790.0000    0.00951500  -111.0943   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.41111111 10.00     PV    SPT  0.00   0.00  0.00   0.00   -724016300.0000  8672279720.0000    0.00715800   119.4575   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.41111111 10.00   PdBI     PV  0.00   0.00  0.00   0.00    639034820.0000   253465510.0000    0.20848500     7.0712   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.41111111 10.00   PdBI    SPT  0.00   0.00  0.00   0.00    -84981480.0000  8925745230.0000    0.02199700    27.0405   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.41111111 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4260277810.0000  5767633740.0000    0.00504400   136.3510   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.41111111 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3621242990.0000  5514168230.0000    0.00292700  -153.8912   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.41111111 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4345259290.0000  3158111490.0000    0.00413000   -94.9610   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.41388889 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3623191330.0000  5512887360.0000    0.00372300  -122.3041   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.41388889 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4261967980.0000  5766126940.0000    0.00921700   174.8551   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.41388889 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4344412990.0000  3159647890.0000    0.00926100   -17.0320   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.41388889 10.00   PdBI     PV  0.00   0.00  0.00   0.00    638776650.0000   253239580.0000    0.21174000     7.9396   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.41388889 10.00     PV    SPT  0.00   0.00  0.00   0.00   -721221660.0000  8672535250.0000    0.00875900   -68.5321   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.41388889 10.00   PdBI    SPT  0.00   0.00  0.00   0.00    -82445010.0000  8925774830.0000    0.02833200   -20.6313   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.66666667 10.00     PV    SPT  0.00   0.00  0.00   0.00   -465490230.0000  8691635880.0000    0.02158300    53.8031   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.66666667 10.00   PdBI     PV  0.00   0.00  0.00   0.00    613878640.0000   233077560.0000    0.24952600     3.9281   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.66666667 10.00   PdBI    SPT  0.00   0.00  0.00   0.00    148388410.0000  8924713440.0000    0.00665500   -46.4359   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.66666667 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4406177390.0000  5626609480.0000    0.00727100   171.8837   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.66666667 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3792298750.0000  5393531910.0000    0.00180800   -91.2779   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.66666667 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4257788980.0000  3298103970.0000    0.00718300   -28.8113   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.66944444 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3794065640.0000  5392190590.0000    0.00313300  -103.1807   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.66944444 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4407655460.0000  5625051120.0000    0.00412600  -155.8180   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.66944444 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4256732190.0000  3299609400.0000    0.00318400    14.5980   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.66944444 10.00   PdBI     PV  0.00   0.00  0.00   0.00    613589820.0000   232860540.0000    0.23493300    10.0494   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.66944444 10.00     PV    SPT  0.00   0.00  0.00   0.00   -462666550.0000  8691799990.0000    0.00940000     9.2839   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.66944444 10.00   PdBI    SPT  0.00   0.00  0.00   0.00    150923270.0000  8924660520.0000    0.02933800   -12.4914   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.67222222 10.00   PdBI    SPT  0.00   0.00  0.00   0.00    153458050.0000  8924606710.0000    0.01211800    13.0601   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.67222222 10.00     PV    SPT  0.00   0.00  0.00   0.00   -459842620.0000  8691963090.0000    0.02383200   -25.4374   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.67222222 10.00   PdBI     PV  0.00   0.00  0.00   0.00    613300660.0000   232643610.0000    0.23556100     6.4210   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.67222222 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4255673130.0000  3301114460.0000    0.00326500   -40.9551   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.67222222 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4409131180.0000  5623492250.0000    0.00249300  -162.8919   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.67222222 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3795830510.0000  5390848630.0000    0.00862400  -139.9842   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.67500000 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3797593370.0000  5389506050.0000    0.00337300   -84.2209   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.67500000 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4410604560.0000  5621932840.0000    0.00467100   168.2381   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.67500000 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4254611810.0000  3302619150.0000    0.00460100   -59.3526   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.67500000 10.00   PdBI     PV  0.00   0.00  0.00   0.00    613011190.0000   232426790.0000    0.22474300     6.8970   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.67500000 10.00     PV    SPT  0.00   0.00  0.00   0.00   -457018430.0000  8692125200.0000    0.04444500    69.8897   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.67500000 10.00   PdBI    SPT  0.00   0.00  0.00   0.00    155992750.0000  8924551990.0000    0.01672600    44.5221   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.67777778 10.00     PV    SPT  0.00   0.00  0.00   0.00   -454194010.0000  8692286310.0000    0.00283200    -2.9984   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.67777778 10.00   PdBI     PV  0.00   0.00  0.00   0.00    612721380.0000   232210070.0000    0.22792900     5.4269   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.67777778 10.00   PdBI    SPT  0.00   0.00  0.00   0.00    158527370.0000  8924496380.0000    0.03008700     7.0409   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.67777778 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4412075590.0000  5620372930.0000    0.00561800  -176.2759   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.67777778 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3799354210.0000  5388162860.0000    0.00575200  -140.3951   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.67777778 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4253548220.0000  3304123460.0000    0.00509000   -31.5421   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.68055556 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3801113020.0000  5386819030.0000    0.00461700  -110.6865   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.68055556 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4413544270.0000  5618812490.0000    0.00681400   161.2350   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.68055556 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4252482380.0000  3305627390.0000    0.00968400   -60.9072   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.68055556 10.00   PdBI     PV  0.00   0.00  0.00   0.00    612431250.0000   231993460.0000    0.24997700     5.4264   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.68055556 10.00     PV    SPT  0.00   0.00  0.00   0.00   -451369350.0000  8692446420.0000    0.02758800    -4.0954   0.00000000     0.0000    0.00000000     0.0000    0.01608000
